1969,04.78,04.34,00.94,00.21,00.17,00.02,00.00,00.01,00.00,00.04,00.79,00.46
1970,00.86,02.58,01.50,00.09,00.01,00.00,00.00,00.00,00.00,00.07,02.05,02.22
1971,00.30,01.27,00.20,00.93,00.95,00.01,00.00,00.03,00.00,01.66,00.06,03.27
1972,00.07,00.10,00.00,00.02,00.10,00.38,00.00,00.02,00.44,00.58,03.16,01.61
1973,01.68,01.63,02.26,00.05,00.00,00.00,00.00,00.00,00.02,00.01,01.63,00.19
1974,02.96,00.04,01.70,00.02,00.01,00.02,00.01,00.00,00.00,01.03,00.14,02.20
1975,00.49,00.96,03.79,02.00,00.01,00.02,00.00,00.00,00.00,00.09,00.64,00.37
1976,00.00,05.40,00.99,01.33,00.27,00.02,00.02,00.01,01.00,00.38,00.75,01.06
1977,02.36,00.06,00.61,00.01,01.79,00.03,00.00,02.13,00.00,00.50,00.05,01.67
1978,05.95,02.64,05.00,00.73,00.04,00.00,00.00,00.00,00.72,00.05,02.09,02.19
1979,05.82,00.85,03.71,00.02,00.09,00.01,00.09,00.01,00.00,00.73,00.27,00.02
1980,05.58,04.47,02.71,01.18,00.65,00.01,00.00,00.00,00.00,00.05,00.00,00.31
1981,01.48,02.26,03.74,00.22,00.04,00.00,00.00,00.00,00.03,00.14,01.79,00.54
1982,02.71,00.88,04.74,00.62,00.01,00.04,00.00,00.00,00.38,00.05,02.10,01.43
1983,02.10,03.88,06.57,01.74,00.01,00.00,00.01,00.39,00.21,00.40,01.94,01.53
1984,00.46,00.09,00.04,00.62,00.00,00.04,00.19,00.06,00.00,00.29,02.37,04.55
1985,00.52,00.77,00.58,00.32,00.00,00.00,00.00,00.00,00.20,00.29,04.92,01.06
1986,00.75,02.59,03.12,01.17,00.00,00.00,00.01,00.00,01.04,01.39,01.16,00.95
1987,01.68,01.53,01.04,00.78,00.03,00.00,00.03,00.01,00.70,01.74,01.33,02.73
1988,00.89,01.37,00.59,03.71,00.08,00.00,00.00,00.00,00.00,00.00,01.39,02.23
1989,00.42,00.70,00.69,00.12,00.04,00.06,00.00,00.00,00.23,00.47,00.09,01.01
1990,02.52,01.13,00.25,00.76,00.51,00.87,00.00,00.01,00.00,00.00,00.65,00.59
1991,01.06,02.46,06.96,00.05,00.01,00.00,00.24,00.01,00.28,00.69,00.05,01.70
1992,01.81,03.34,04.42,00.28,00.07,00.04,00.03,00.05,00.00,00.18,00.03,02.56
1993,09.09,04.73,01.22,00.00,00.01,00.41,00.03,00.00,00.00,00.22,00.77,00.78
1994,00.70,02.75,03.67,00.93,00.07,00.00,00.03,00.01,00.00,00.01,00.46,00.80
1995,08.06,01.93,03.81,00.96,00.59,00.46,00.05,00.00,00.00,00.00,00.30,00.88
1996,01.52,00.88,01.10,00.36,00.02,00.00,00.09,00.00,00.03,00.94,01.70,00.63
1997,03.02,00.31,00.00,00.28,00.00,00.00,00.00,00.00,00.85,00.02,01.17,01.35
1998,02.68,07.65,02.21,01.11,00.64,00.10,00.20,00.00,00.03,00.08,00.69,00.66
1999,01.54,00.70,01.09,01.62,00.06,00.04,00.00,00.00,00.02,00.00,00.04,00.32
2000,00.17,03.67,01.00,00.54,00.00,00.00,00.00,00.01,00.00,01.24,00.26,00.01
2001,03.28,02.38,00.63,00.76,00.01,00.00,00.00,00.00,00.00,00.00,00.95,00.46
2002,00.32,00.17,00.46,00.63,00.00,00.00,00.00,00.00,00.31,00.04,00.32,01.98
2003,00.02,04.88,01.36,01.41,00.30,00.00,00.00,00.00,00.00,00.00,00.60,00.61
2004,00.34,02.81,00.22,00.60,00.00,00.00,00.00,00.00,00.00,04.98,00.33,04.01
2005,04.49,05.83,02.12,00.59,00.12,00.02,00.01,00.00,00.10,00.46,00.12,00.25
2006,00.36,01.11,01.36,00.88,01.41,00.00,00.04,00.01,00.00,00.76,00.15,00.71
2007,00.51,01.12,00.09,00.46,00.00,00.00,00.00,00.00,00.05,00.37,00.97,00.80
2008,03.34,01.21,00.26,00.00,00.23,00.02,00.00,00.00,00.00,00.18,02.49,03.38
2009,00.08,02.63,00.18,00.14,00.04,00.03,00.00,00.00,00.00,00.00,00.12,02.28
2010,03.38,02.28,00.68,01.78,00.01,00.02,00.02,00.00,00.03,02.18,00.88,05.00
2011,00.30,02.10,01.46,00.26,00.36,00.03,00.00,00.00,00.13,00.46,03.12,00.86
2012,00.40,01.19,00.97,00.88,00.02,00.00,00.00,00.00,00.00,00.70,00.28,02.19
2013,01.21,00.63,01.22,00.01,00.26,00.00,00.05,00.00,00.00,00.25,01.48,00.46
2014,00.01,01.00,01.28,00.53,00.00,00.00,00.00,00.08,00.00,00.00,00.37,04.50
2015,00.42,00.28,00.93,00.02,02.39,00.04,01.71,00.01,01.24,00.43,01.54,00.88
2016,03.21,00.05,00.76,00.55,00.44,00.00,00.00,00.00,00.32,00.07,00.61,04.22
2017,03.01,03.71,00.08,00.01,00.92,00.02,00.00,00.00,00.08,00.00,00.02,00.07
2018,01.78,00.36,00.95,00.02,00.12,00.00,00.00,00.02,00.00,00.57,00.81,03.02
2019,02.80,03.42,01.23,00.16,00.80,00.01,00.00,00.00,00.11,00.00,02.72,04.03
2020,00.48,00.38,02.15,03.68,00.02,00.14,00.00,00.00,00.00,00.12,00.26,00.60
2021,01.80,00.10,01.48,00.07,00.07,00.01,00.00,00.23,00.50,01.01,00.00,02.52
